001	sync-dryrun	0	2403	0
002	sync	0	29	0
003	sync-again	0	29	0
004	sync-dryrun-after	0	2403	0
005	sync-json	0	29	0
006	status-after	0	200	0
007	lastsync	0	25	0
008	repo-log	0	105	0
009	repo-status	0	0	0
010	bare-log	0	43	0
011	dayfile-today	0	182	0
012	lb-after-sync	0	929	0
013	rm-lastsync	0	0	0
014	data-after-rm	0	459	0
015	lastsync-after-data	0	213	0
016	touch-stale	0	25	0
017	data-when-stale	0	3046	0
018	lastsync-after-stale	0	25	0
019	status-stale	0	199	0
020	autosync-off-status	0	236	0
021	sync-after-remote-change	0	29	0
022	repo-log-after	0	74	0
023	lb-after-remote	0	929	0
024	sync-conflict	0	98	0
